Sale_ID,Date,Store_ID,Product_ID,Customer_ID,Quantity,Unit_Price,Discount,Total_Sale
SALE004422,2022-05-24,STORE033,PROD00111,CUST00053,3,3702.81,5,10553.01
SALE004423,2023-08-14,STORE023,PROD00087,CUST02428,4,7172.83,15,24387.62
SALE004424,2023-05-18,STORE033,PROD00319,CUST00728,2,1373.75,0,2747.5
SALE004425,2023-12-13,STORE013,PROD00247,CUST02593,4,4855.41,15,16508.39
SALE004426,2022-11-17,STORE002,PROD00179,CUST02777,2,7547.01,0,15094.02
SALE004427,2023-06-20,STORE026,PROD00251,CUST00278,2,3950.54,20,6320.86
SALE004428,2022-12-27,STORE035,PROD00013,CUST02140,3,2264.67,15,5774.91
SALE004429,2023-09-13,STORE016,PROD00102,CUST02479,2,627.84,10,1130.11
SALE004430,2023-07-06,STORE043,PROD00149,CUST00173,1,1042.35,10,938.11
SALE004431,2023-06-07,STORE032,PROD00471,CUST00254,1,7788.86,0,7788.86
SALE004432,2022-08-03,STORE013,PROD00454,CUST02730,1,2411.68,15,2049.93
SALE004433,2023-12-06,STORE027,PROD00014,CUST00117,3,7657.0,5,21822.45
SALE004434,2022-04-12,STORE049,PROD00318,CUST02387,1,1357.99,5,1290.09
SALE004435,2023-11-10,STORE048,PROD00226,CUST00273,3,1885.63,10,5091.2
SALE004436,2024-04-19,STORE033,PROD00437,CUST01003,3,6524.42,5,18594.6
SALE004437,2022-02-15,STORE007,PROD00060,CUST00530,1,6550.98,20,5240.78
SALE004438,2022-08-31,STORE027,PROD00373,CUST01526,2,912.06,10,1641.71
SALE004439,2022-02-07,STORE028,PROD00488,CUST00782,4,2206.75,20,7061.6
SALE004440,2022-07-12,STORE010,PROD00441,CUST00301,3,3074.2,0,9222.6
SALE004441,2022-05-26,STORE012,PROD00274,CUST00423,1,6743.56,15,5732.03
SALE004442,2022-11-03,STORE034,PROD00047,CUST00611,3,4494.73,0,13484.19
SALE004443,2024-05-26,STORE025,PROD00137,CUST02410,2,5514.85,0,11029.7
SALE004444,2024-05-02,STORE027,PROD00423,CUST02952,2,4425.57,10,7966.03
SALE004445,2022-08-09,STORE021,PROD00273,CUST00200,1,7799.13,10,7019.22
SALE004446,2022-05-18,STORE042,PROD00189,CUST02839,3,7475.01,15,19061.28
SALE004447,2023-09-09,STORE026,PROD00157,CUST01047,4,3100.77,0,12403.08
SALE004448,2023-07-20,STORE002,PROD00117,CUST01896,4,802.8,10,2890.08
SALE004449,2022-08-10,STORE025,PROD00485,CUST02823,3,4099.7,10,11069.19
SALE004450,2023-08-29,STORE030,PROD00205,CUST00693,3,5095.02,10,13756.55
SALE004451,2023-01-03,STORE030,PROD00074,CUST01903,3,602.94,15,1537.5
SALE004452,2022-10-12,STORE023,PROD00326,CUST02975,1,3758.24,0,3758.24
SALE004453,2022-05-12,STORE022,PROD00396,CUST00052,2,5211.77,10,9381.19
SALE004454,2024-01-17,STORE036,PROD00225,CUST00054,4,4216.51,5,16022.74
SALE004455,2023-09-30,STORE022,PROD00489,CUST00976,1,3533.43,20,2826.74
SALE004456,2023-03-09,STORE028,PROD00334,CUST02835,3,4111.41,0,12334.23
SALE004457,2022-03-18,STORE015,PROD00136,CUST02679,3,3283.83,20,7881.19
SALE004458,2023-07-18,STORE047,PROD00266,CUST00423,2,6965.51,20,11144.82
SALE004459,2022-09-19,STORE048,PROD00432,CUST02077,3,5580.22,5,15903.63
SALE004460,2022-09-24,STORE020,PROD00489,CUST01464,1,2367.16,20,1893.73
SALE004461,2023-01-26,STORE018,PROD00373,CUST00300,1,5965.17,15,5070.39
SALE004462,2023-10-28,STORE006,PROD00054,CUST00786,2,2484.9,20,3975.84
SALE004463,2022-06-17,STORE000,PROD00287,CUST00701,1,7911.53,10,7120.38
SALE004464,2023-02-14,STORE020,PROD00237,CUST01489,4,6702.17,15,22787.38
SALE004465,2023-04-13,STORE047,PROD00097,CUST02737,1,3289.9,0,3289.9
SALE004466,2022-03-27,STORE048,PROD00059,CUST00106,1,2354.3,0,2354.3
SALE004467,2022-09-18,STORE040,PROD00245,CUST01486,1,7898.52,5,7503.59
SALE004468,2023-11-24,STORE042,PROD00371,CUST00990,4,5859.7,0,23438.8
SALE004469,2023-03-12,STORE028,PROD00283,CUST00127,3,5110.66,20,12265.58
SALE004470,2023-12-13,STORE030,PROD00447,CUST00901,1,6061.69,15,5152.44
SALE004471,2022-05-27,STORE042,PROD00392,CUST01056,2,417.53,0,835.06
SALE004472,2023-07-03,STORE008,PROD00160,CUST01652,4,4913.82,0,19655.28
SALE004473,2022-07-28,STORE022,PROD00069,CUST01377,2,5275.68,15,8968.66
SALE004474,2022-03-14,STORE000,PROD00303,CUST02099,1,1293.52,20,1034.82
SALE004475,2023-10-07,STORE018,PROD00245,CUST01312,2,4555.53,15,7744.4
SALE004476,2024-01-21,STORE002,PROD00221,CUST01492,1,7627.2,15,6483.12
SALE004477,2022-10-03,STORE011,PROD00148,CUST01483,4,6108.44,15,20768.7
SALE004478,2023-10-11,STORE021,PROD00083,CUST00096,2,2951.71,15,5017.91
SALE004479,2023-12-15,STORE044,PROD00417,CUST00734,2,4251.8,5,8078.42
SALE004480,2023-10-24,STORE047,PROD00473,CUST01156,1,7338.02,15,6237.32
SALE004481,2022-07-17,STORE034,PROD00260,CUST00954,1,7872.83,20,6298.26
SALE004482,2024-01-02,STORE041,PROD00129,CUST01783,3,6887.34,10,18595.82
SALE004483,2023-01-17,STORE039,PROD00335,CUST00136,1,3383.12,20,2706.5
SALE004484,2023-08-01,STORE047,PROD00441,CUST01261,1,2801.38,15,2381.17
SALE004485,2023-11-05,STORE032,PROD00384,CUST00418,3,6691.96,10,18068.29
SALE004486,2023-10-26,STORE035,PROD00199,CUST00416,1,998.52,10,898.67
SALE004487,2024-04-20,STORE004,PROD00281,CUST00136,1,1647.78,10,1483.0
SALE004488,2023-06-08,STORE001,PROD00162,CUST01003,3,4252.21,0,12756.63
SALE004489,2023-09-12,STORE040,PROD00063,CUST01811,4,1408.47,15,4788.8
SALE004490,2022-06-17,STORE034,PROD00302,CUST02740,4,5998.5,0,23994.0
SALE004491,2023-03-06,STORE020,PROD00078,CUST01034,1,1136.53,5,1079.7
SALE004492,2024-04-21,STORE020,PROD00206,CUST00169,1,4606.36,10,4145.72
SALE004493,2022-06-07,STORE033,PROD00033,CUST02302,3,6352.21,15,16198.14
SALE004494,2022-11-20,STORE028,PROD00249,CUST01753,3,2439.43,5,6952.38
SALE004495,2024-03-17,STORE009,PROD00353,CUST00201,4,2864.72,10,10312.99
SALE004496,2023-03-21,STORE013,PROD00475,CUST00198,2,2891.0,5,5492.9
SALE004497,2023-01-24,STORE021,PROD00340,CUST01211,1,6346.16,0,6346.16
SALE004498,2022-01-27,STORE031,PROD00393,CUST02604,2,7177.82,5,13637.86
SALE004499,2023-09-11,STORE032,PROD00180,CUST01335,2,6418.23,5,12194.64
SALE004500,2022-09-11,STORE018,PROD00351,CUST00504,3,2853.19,5,8131.59
SALE004501,2022-03-21,STORE048,PROD00276,CUST00566,1,4328.06,0,4328.06
SALE004502,2022-10-04,STORE023,PROD00416,CUST01584,1,2799.02,15,2379.17
SALE004503,2022-05-08,STORE030,PROD00422,CUST02896,3,267.94,0,803.82
SALE004504,2023-06-29,STORE040,PROD00204,CUST01729,2,5444.72,5,10344.97
SALE004505,2022-04-23,STORE009,PROD00426,CUST01096,3,799.5,10,2158.65
SALE004506,2023-12-02,STORE002,PROD00307,CUST02437,4,6169.58,10,22210.49
SALE004507,2023-07-16,STORE033,PROD00076,CUST01967,1,3755.16,10,3379.64
SALE004508,2023-02-21,STORE001,PROD00230,CUST02274,4,7878.29,0,31513.16
SALE004509,2022-03-09,STORE009,PROD00359,CUST02898,3,4656.98,10,12573.85
SALE004510,2022-12-04,STORE018,PROD00364,CUST01115,1,1483.65,10,1335.28
SALE004511,2023-10-18,STORE007,PROD00145,CUST01244,4,3735.09,5,14193.34
SALE004512,2022-04-02,STORE001,PROD00082,CUST02771,4,6833.63,10,24601.07
SALE004513,2023-01-07,STORE018,PROD00336,CUST00907,2,2220.48,0,4440.96
SALE004514,2022-12-08,STORE005,PROD00313,CUST01976,1,2413.26,0,2413.26
SALE004515,2024-03-07,STORE023,PROD00025,CUST02969,4,6927.23,0,27708.92
SALE004516,2022-10-07,STORE003,PROD00424,CUST01572,4,5183.44,0,20733.76
SALE004517,2022-05-30,STORE029,PROD00329,CUST00475,2,4378.66,15,7443.72
SALE004518,2024-06-08,STORE047,PROD00027,CUST00144,4,7195.38,15,24464.29
SALE004519,2024-03-28,STORE048,PROD00114,CUST02379,4,2814.09,5,10693.54
SALE004520,2022-08-20,STORE019,PROD00317,CUST00609,4,1869.71,5,7104.9
SALE004521,2022-10-08,STORE037,PROD00435,CUST01488,2,6408.8,20,10254.08
SALE004522,2022-01-11,STORE015,PROD00061,CUST02324,4,6989.85,20,22367.52
SALE004523,2022-04-11,STORE007,PROD00200,CUST01139,4,5195.86,20,16626.75
SALE004524,2023-01-22,STORE025,PROD00062,CUST01170,1,369.98,10,332.98
SALE004525,2022-08-16,STORE024,PROD00021,CUST01525,1,628.65,5,597.22
SALE004526,2023-01-23,STORE000,PROD00070,CUST00642,2,4357.92,20,6972.67
SALE004527,2022-04-18,STORE033,PROD00262,CUST02182,3,4406.68,10,11898.04
SALE004528,2024-03-12,STORE042,PROD00041,CUST01815,1,2987.82,10,2689.04
SALE004529,2022-05-07,STORE007,PROD00055,CUST02404,2,7583.63,0,15167.26
SALE004530,2022-06-29,STORE027,PROD00460,CUST02766,4,2770.7,20,8866.24
SALE004531,2023-06-24,STORE049,PROD00054,CUST02617,4,2114.56,15,7189.5
SALE004532,2024-01-16,STORE043,PROD00484,CUST00444,2,7111.17,10,12800.11
SALE004533,2024-06-15,STORE007,PROD00051,CUST01101,4,6619.89,20,21183.65
SALE004534,2022-11-10,STORE005,PROD00250,CUST02140,4,5929.34,0,23717.36
SALE004535,2023-08-26,STORE021,PROD00017,CUST02119,3,5805.14,0,17415.42
SALE004536,2024-04-21,STORE040,PROD00153,CUST00296,4,320.82,15,1090.79
SALE004537,2024-04-06,STORE023,PROD00010,CUST02710,1,2909.0,5,2763.55
SALE004538,2023-05-17,STORE040,PROD00148,CUST02916,4,4359.88,20,13951.62
SALE004539,2022-04-08,STORE024,PROD00364,CUST00852,2,6833.56,5,12983.76
SALE004540,2023-06-26,STORE027,PROD00458,CUST01220,3,7168.7,10,19355.49
SALE004541,2022-12-24,STORE005,PROD00254,CUST00384,4,7730.11,15,26282.37
SALE004542,2023-12-19,STORE014,PROD00278,CUST01530,2,728.92,5,1384.95
SALE004543,2023-08-09,STORE041,PROD00335,CUST01994,1,6131.77,20,4905.42
SALE004544,2024-06-05,STORE018,PROD00336,CUST02975,4,7134.9,5,27112.62
SALE004545,2022-10-16,STORE001,PROD00410,CUST02429,3,4991.98,5,14227.14
SALE004546,2023-07-19,STORE045,PROD00240,CUST00413,4,5720.37,0,22881.48
SALE004547,2022-10-05,STORE017,PROD00117,CUST02509,2,4205.27,0,8410.54
SALE004548,2023-09-15,STORE028,PROD00243,CUST00572,3,2694.07,20,6465.77
SALE004549,2022-04-12,STORE042,PROD00153,CUST02418,4,7747.64,0,30990.56
SALE004550,2022-02-19,STORE041,PROD00261,CUST00328,1,6978.54,0,6978.54
SALE004551,2022-06-24,STORE022,PROD00025,CUST00717,3,5404.44,20,12970.66
SALE004552,2022-11-22,STORE002,PROD00191,CUST01733,1,1174.0,15,997.9
SALE004553,2024-02-09,STORE002,PROD00069,CUST02278,2,7395.59,20,11832.94
SALE004554,2023-02-03,STORE002,PROD00060,CUST01098,4,6388.86,15,21722.12
SALE004555,2022-07-05,STORE019,PROD00371,CUST02005,1,3629.09,15,3084.73
SALE004556,2022-12-20,STORE021,PROD00351,CUST02867,2,3830.45,5,7277.86
SALE004557,2024-04-05,STORE035,PROD00237,CUST00450,4,4435.71,15,15081.41
SALE004558,2024-01-30,STORE019,PROD00372,CUST01586,2,5708.26,20,9133.22
SALE004559,2023-11-26,STORE002,PROD00001,CUST02584,1,7928.81,10,7135.93
SALE004560,2024-03-18,STORE041,PROD00065,CUST02012,2,7766.67,20,12426.67
SALE004561,2023-06-29,STORE035,PROD00023,CUST00424,3,953.16,10,2573.53
SALE004562,2023-07-19,STORE037,PROD00255,CUST00301,4,2287.09,0,9148.36
SALE004563,2023-09-01,STORE008,PROD00469,CUST00156,2,6204.7,5,11788.93
SALE004564,2024-05-20,STORE008,PROD00123,CUST00166,1,921.5,10,829.35
SALE004565,2023-02-17,STORE040,PROD00289,CUST01848,4,6993.54,15,23778.04
SALE004566,2023-05-04,STORE030,PROD00435,CUST02519,3,5385.96,15,13734.2
SALE004567,2023-08-30,STORE001,PROD00247,CUST02298,4,242.12,0,968.48
SALE004568,2022-05-11,STORE025,PROD00393,CUST01455,3,1392.46,10,3759.64
SALE004569,2022-09-23,STORE036,PROD00485,CUST00314,4,4303.67,5,16353.95
SALE004570,2022-01-10,STORE039,PROD00028,CUST02359,2,7026.67,0,14053.34
SALE004571,2023-12-05,STORE043,PROD00321,CUST00729,2,6015.09,15,10225.65
SALE004572,2023-06-10,STORE002,PROD00040,CUST02629,1,401.9,10,361.71
SALE004573,2024-01-01,STORE041,PROD00213,CUST00424,3,5830.35,5,16616.5
SALE004574,2022-06-09,STORE024,PROD00347,CUST02200,1,7019.32,0,7019.32
SALE004575,2023-11-05,STORE019,PROD00116,CUST00240,2,844.88,10,1520.78
SALE004576,2022-05-10,STORE038,PROD00494,CUST01100,3,3351.2,5,9550.92
SALE004577,2022-05-27,STORE019,PROD00063,CUST00977,1,5956.54,15,5063.06
SALE004578,2023-01-23,STORE039,PROD00216,CUST02376,1,7403.64,0,7403.64
SALE004579,2023-08-05,STORE015,PROD00066,CUST02422,1,505.19,10,454.67
SALE004580,2024-01-24,STORE021,PROD00296,CUST01785,1,1799.99,0,1799.99
SALE004581,2022-10-01,STORE027,PROD00161,CUST02387,1,6420.71,15,5457.6
SALE004582,2022-02-24,STORE041,PROD00263,CUST00643,3,1749.58,10,4723.87
SALE004583,2024-01-13,STORE022,PROD00483,CUST02587,1,7002.29,5,6652.18
SALE004584,2023-10-17,STORE047,PROD00033,CUST02005,3,4945.39,0,14836.17
SALE004585,2023-01-15,STORE044,PROD00470,CUST00487,1,3579.48,0,3579.48
SALE004586,2023-12-26,STORE041,PROD00026,CUST01826,2,2122.87,10,3821.17
SALE004587,2024-03-07,STORE032,PROD00425,CUST01784,2,7037.15,15,11963.16
SALE004588,2022-09-13,STORE002,PROD00463,CUST02369,1,6442.38,10,5798.14
SALE004589,2023-11-26,STORE043,PROD00231,CUST00807,4,4288.73,5,16297.17
SALE004590,2023-09-16,STORE014,PROD00245,CUST01052,2,7174.37,20,11478.99
SALE004591,2023-03-05,STORE041,PROD00057,CUST00889,3,4757.71,0,14273.13
SALE004592,2023-12-25,STORE025,PROD00297,CUST00459,1,3629.21,0,3629.21
SALE004593,2023-04-14,STORE013,PROD00202,CUST01959,3,7072.51,5,20156.65
SALE004594,2022-07-07,STORE035,PROD00336,CUST01508,4,3874.03,0,15496.12
SALE004595,2023-03-26,STORE013,PROD00469,CUST00583,1,6541.31,15,5560.11
SALE004596,2022-12-29,STORE025,PROD00253,CUST00920,2,5522.49,15,9388.23
SALE004597,2024-03-28,STORE018,PROD00222,CUST00130,3,2859.69,5,8150.12
SALE004598,2023-04-25,STORE031,PROD00250,CUST00823,2,3019.67,20,4831.47
SALE004599,2023-05-30,STORE008,PROD00444,CUST02977,2,2929.87,20,4687.79
SALE004600,2022-10-21,STORE010,PROD00382,CUST01519,1,507.13,5,481.77
SALE004601,2022-10-10,STORE019,PROD00485,CUST02743,3,3116.19,10,8413.71
SALE004602,2023-03-15,STORE023,PROD00131,CUST00628,4,6885.58,10,24788.09
SALE004603,2023-06-18,STORE020,PROD00033,CUST01705,2,3456.83,10,6222.29
SALE004604,2024-01-06,STORE049,PROD00351,CUST02850,1,3497.14,15,2972.57
SALE004605,2024-04-13,STORE032,PROD00206,CUST00032,1,4918.55,0,4918.55
SALE004606,2022-08-23,STORE047,PROD00196,CUST00761,4,1119.74,5,4255.01
SALE004607,2022-11-09,STORE006,PROD00424,CUST01121,1,2025.28,20,1620.22
SALE004608,2023-10-13,STORE031,PROD00026,CUST02062,2,1119.8,10,2015.64
SALE004609,2024-05-28,STORE002,PROD00207,CUST01764,1,3993.53,5,3793.85
SALE004610,2022-03-31,STORE033,PROD00136,CUST02481,3,3829.57,0,11488.71
SALE004611,2022-11-09,STORE046,PROD00280,CUST01563,3,6983.55,0,20950.65
SALE004612,2023-02-21,STORE014,PROD00173,CUST01664,2,170.06,20,272.1
SALE004613,2024-02-29,STORE015,PROD00447,CUST00976,3,3834.21,20,9202.1
SALE004614,2022-11-17,STORE022,PROD00281,CUST02706,4,5483.42,0,21933.68
SALE004615,2024-05-15,STORE004,PROD00348,CUST01420,1,2190.9,15,1862.26
SALE004616,2022-04-03,STORE048,PROD00419,CUST02033,2,3944.53,10,7100.15
SALE004617,2023-10-12,STORE049,PROD00382,CUST00801,4,3696.64,10,13307.9
SALE004618,2022-03-23,STORE018,PROD00390,CUST01275,1,2538.37,0,2538.37
SALE004619,2022-03-20,STORE041,PROD00268,CUST01715,4,6181.29,15,21016.39
SALE004620,2024-01-18,STORE042,PROD00276,CUST00584,2,576.26,10,1037.27
SALE004621,2022-09-03,STORE011,PROD00334,CUST00957,2,4045.37,15,6877.13
SALE004622,2022-04-06,STORE016,PROD00146,CUST00752,4,2147.29,20,6871.33
SALE004623,2022-06-19,STORE017,PROD00402,CUST02759,1,7567.76,20,6054.21
SALE004624,2023-08-13,STORE041,PROD00323,CUST00353,3,7785.77,0,23357.31
SALE004625,2022-02-28,STORE040,PROD00410,CUST01622,3,4157.38,5,11848.53
SALE004626,2022-03-28,STORE039,PROD00159,CUST02164,4,205.83,15,699.82
SALE004627,2024-02-01,STORE040,PROD00136,CUST00693,2,1324.17,20,2118.67
SALE004628,2022-10-20,STORE045,PROD00340,CUST01180,1,499.1,0,499.1
SALE004629,2023-07-22,STORE026,PROD00069,CUST00400,1,3948.42,10,3553.58
SALE004630,2023-05-20,STORE025,PROD00146,CUST02391,2,6052.13,5,11499.05
SALE004631,2024-04-07,STORE044,PROD00174,CUST01805,3,4162.57,15,10614.55
SALE004632,2024-06-14,STORE015,PROD00029,CUST01348,1,3778.47,5,3589.55
SALE004633,2022-01-11,STORE042,PROD00461,CUST01021,4,4338.09,10,15617.12
SALE004634,2023-03-11,STORE038,PROD00139,CUST00871,3,4665.3,0,13995.9
SALE004635,2023-11-25,STORE002,PROD00375,CUST00560,4,838.6,5,3186.68
SALE004636,2023-06-05,STORE049,PROD00315,CUST02285,3,7777.12,10,20998.22
SALE004637,2024-01-19,STORE002,PROD00382,CUST01143,2,7486.28,0,14972.56
SALE004638,2022-05-20,STORE046,PROD00259,CUST00134,4,6537.65,20,20920.48
SALE004639,2023-05-07,STORE002,PROD00261,CUST02398,4,1703.73,10,6133.43
SALE004640,2023-05-25,STORE016,PROD00206,CUST00906,2,7202.94,5,13685.59
SALE004641,2023-06-12,STORE022,PROD00149,CUST02466,4,6763.88,15,22997.19
SALE004642,2023-12-03,STORE013,PROD00436,CUST02974,3,433.75,10,1171.12
SALE004643,2023-11-25,STORE037,PROD00181,CUST01053,1,1085.95,20,868.76
SALE004644,2023-06-30,STORE045,PROD00113,CUST00587,1,3983.69,5,3784.51
SALE004645,2023-12-16,STORE035,PROD00257,CUST00996,2,798.95,15,1358.22
SALE004646,2022-05-08,STORE001,PROD00216,CUST01489,3,447.18,5,1274.46
SALE004647,2023-02-20,STORE017,PROD00286,CUST00120,4,1478.85,20,4732.32
SALE004648,2022-01-15,STORE044,PROD00382,CUST00860,4,1798.24,20,5754.37
SALE004649,2023-09-24,STORE046,PROD00149,CUST00940,1,2468.51,10,2221.66
SALE004650,2022-07-14,STORE035,PROD00161,CUST00771,4,7200.51,15,24481.73
SALE004651,2024-05-01,STORE048,PROD00054,CUST01728,1,4442.53,5,4220.4
SALE004652,2024-02-03,STORE034,PROD00088,CUST01334,2,4308.97,5,8187.04
SALE004653,2022-01-08,STORE047,PROD00213,CUST01669,4,1324.73,20,4239.14
SALE004654,2024-01-02,STORE026,PROD00168,CUST01127,3,6220.56,20,14929.34
SALE004655,2023-03-12,STORE031,PROD00452,CUST00367,4,5069.54,5,19264.25
SALE004656,2023-12-21,STORE040,PROD00090,CUST02214,1,6319.09,20,5055.27
SALE004657,2023-07-02,STORE010,PROD00252,CUST00509,2,3059.96,15,5201.93
SALE004658,2024-02-07,STORE020,PROD00456,CUST01573,1,5679.01,10,5111.11
SALE004659,2022-12-20,STORE006,PROD00212,CUST00630,4,6008.1,10,21629.16
SALE004660,2022-09-08,STORE019,PROD00215,CUST00848,1,4836.65,20,3869.32
SALE004661,2024-01-27,STORE000,PROD00485,CUST00020,1,4389.53,20,3511.62
SALE004662,2023-11-09,STORE043,PROD00493,CUST02435,2,4281.6,0,8563.2
SALE004663,2024-04-23,STORE036,PROD00227,CUST00676,3,1757.29,15,4481.09
SALE004664,2023-06-25,STORE024,PROD00481,CUST01850,4,3461.84,0,13847.36
SALE004665,2023-12-02,STORE007,PROD00497,CUST00167,2,2146.68,20,3434.69
SALE004666,2023-09-16,STORE047,PROD00121,CUST02040,3,1641.32,5,4677.76
SALE004667,2022-02-13,STORE028,PROD00485,CUST02093,1,521.36,15,443.16
SALE004668,2023-09-14,STORE003,PROD00055,CUST02602,3,1236.28,0,3708.84
SALE004669,2023-04-05,STORE036,PROD00175,CUST02770,1,2054.75,15,1746.54
SALE004670,2022-06-22,STORE037,PROD00188,CUST02674,1,6002.6,15,5102.21
SALE004671,2023-11-22,STORE032,PROD00088,CUST01589,2,2913.52,0,5827.04
SALE004672,2024-02-22,STORE028,PROD00161,CUST02176,1,3722.69,20,2978.15
SALE004673,2023-06-21,STORE013,PROD00429,CUST02442,2,6401.55,0,12803.1
SALE004674,2022-08-19,STORE004,PROD00138,CUST00332,3,3609.2,10,9744.84
SALE004675,2022-06-29,STORE031,PROD00047,CUST00176,3,1509.59,15,3849.45
SALE004676,2022-03-18,STORE000,PROD00355,CUST02799,1,5541.87,10,4987.68
SALE004677,2023-01-11,STORE037,PROD00238,CUST00042,2,2897.31,15,4925.43
SALE004678,2024-05-09,STORE032,PROD00424,CUST02293,1,7855.12,5,7462.36
SALE004679,2022-05-17,STORE007,PROD00276,CUST01902,2,4670.81,5,8874.54
SALE004680,2023-06-11,STORE025,PROD00108,CUST00655,2,739.33,15,1256.86
SALE004681,2022-12-28,STORE026,PROD00465,CUST02471,2,7445.53,5,14146.51
SALE004682,2022-02-22,STORE034,PROD00093,CUST00736,3,4889.51,0,14668.53
SALE004683,2023-03-09,STORE035,PROD00045,CUST01053,2,968.97,5,1841.04
SALE004684,2023-05-23,STORE006,PROD00040,CUST00546,3,2072.28,0,6216.84
SALE004685,2023-01-24,STORE014,PROD00077,CUST02369,2,7054.97,20,11287.95
SALE004686,2022-06-24,STORE001,PROD00194,CUST02355,3,1907.91,20,4578.98
SALE004687,2023-01-18,STORE014,PROD00487,CUST02386,4,4314.1,0,17256.4
SALE004688,2022-04-26,STORE040,PROD00275,CUST02925,3,1117.7,0,3353.1
SALE004689,2022-12-13,STORE034,PROD00487,CUST00194,3,6811.34,15,17368.92
SALE004690,2023-11-27,STORE018,PROD00055,CUST01553,1,7379.94,0,7379.94
SALE004691,2022-09-13,STORE024,PROD00283,CUST00823,2,290.43,5,551.82
SALE004692,2024-05-01,STORE038,PROD00211,CUST02973,4,5644.98,10,20321.93
SALE004693,2023-07-07,STORE006,PROD00264,CUST02340,1,2965.79,0,2965.79
SALE004694,2024-05-21,STORE043,PROD00189,CUST01718,2,4298.45,0,8596.9
SALE004695,2024-02-24,STORE011,PROD00012,CUST02003,4,797.21,0,3188.84
SALE004696,2024-05-28,STORE035,PROD00433,CUST01853,4,7556.71,15,25692.81
SALE004697,2022-05-01,STORE006,PROD00200,CUST00917,4,1335.47,15,4540.6
SALE004698,2022-10-25,STORE023,PROD00109,CUST02449,2,6561.76,5,12467.34
SALE004699,2022-11-03,STORE003,PROD00152,CUST00726,4,7075.1,5,26885.38
SALE004700,2023-05-10,STORE006,PROD00166,CUST02659,4,4531.94,10,16314.98
SALE004701,2022-10-28,STORE024,PROD00493,CUST00913,1,709.44,20,567.55
SALE004702,2022-09-29,STORE016,PROD00491,CUST02675,3,3081.77,5,8783.04
SALE004703,2022-08-07,STORE020,PROD00269,CUST00748,2,4208.81,20,6734.1
SALE004704,2022-01-03,STORE016,PROD00345,CUST02622,3,6014.82,15,15337.79
SALE004705,2024-01-26,STORE026,PROD00174,CUST01368,1,6638.72,5,6306.78
SALE004706,2023-10-09,STORE024,PROD00213,CUST00480,3,7705.74,15,19649.64
SALE004707,2023-08-06,STORE009,PROD00382,CUST00506,4,3121.6,5,11862.08
SALE004708,2023-02-08,STORE023,PROD00352,CUST00686,4,6103.99,15,20753.57
SALE004709,2022-08-11,STORE028,PROD00302,CUST01699,2,1960.62,5,3725.18
SALE004710,2022-11-09,STORE014,PROD00251,CUST02064,2,7921.2,20,12673.92
SALE004711,2023-10-21,STORE007,PROD00470,CUST02769,2,4236.47,15,7202.0
SALE004712,2023-06-12,STORE009,PROD00248,CUST00872,1,7769.61,15,6604.17
SALE004713,2024-04-25,STORE022,PROD00032,CUST00985,2,6756.12,10,12161.02
SALE004714,2022-02-06,STORE014,PROD00000,CUST00379,1,4995.09,0,4995.09
SALE004715,2023-04-20,STORE026,PROD00147,CUST01818,4,4598.62,0,18394.48
SALE004716,2023-09-25,STORE006,PROD00188,CUST02865,3,2875.63,15,7332.86
SALE004717,2024-05-18,STORE008,PROD00334,CUST01155,4,2041.69,0,8166.76
SALE004718,2023-05-15,STORE028,PROD00497,CUST00937,4,6698.19,15,22773.85
SALE004719,2022-02-28,STORE025,PROD00192,CUST00180,4,4121.73,10,14838.23
SALE004720,2022-12-31,STORE037,PROD00258,CUST00354,2,2889.25,15,4911.72
SALE004721,2022-01-07,STORE032,PROD00428,CUST01998,2,7708.39,0,15416.78
SALE004722,2023-09-23,STORE028,PROD00383,CUST00298,2,7053.31,20,11285.3
SALE004723,2023-04-17,STORE025,PROD00451,CUST02330,3,6127.62,20,14706.29
SALE004724,2022-12-03,STORE011,PROD00283,CUST02442,2,2232.21,15,3794.76
SALE004725,2022-11-02,STORE049,PROD00093,CUST02949,1,3597.49,0,3597.49
SALE004726,2022-12-29,STORE010,PROD00222,CUST00285,4,3575.14,15,12155.48
SALE004727,2022-04-20,STORE048,PROD00469,CUST00181,3,6708.62,0,20125.86
SALE004728,2022-01-06,STORE037,PROD00357,CUST01667,3,7211.41,15,18389.1
SALE004729,2022-12-25,STORE022,PROD00120,CUST01319,3,6866.34,10,18539.12
SALE004730,2024-01-10,STORE031,PROD00154,CUST00263,3,7237.55,0,21712.65
SALE004731,2022-07-10,STORE047,PROD00090,CUST02858,3,6420.1,20,15408.24
SALE004732,2023-02-16,STORE040,PROD00418,CUST01924,1,2251.78,20,1801.42
SALE004733,2022-12-30,STORE037,PROD00155,CUST02990,4,4995.11,10,17982.4
SALE004734,2022-01-10,STORE019,PROD00093,CUST01238,3,6283.96,10,16966.69
SALE004735,2022-04-14,STORE031,PROD00105,CUST01394,4,4227.64,0,16910.56
SALE004736,2023-03-18,STORE017,PROD00184,CUST02266,2,3632.65,5,6902.04
SALE004737,2023-05-19,STORE023,PROD00315,CUST00164,3,6124.06,15,15616.35
SALE004738,2022-07-22,STORE002,PROD00094,CUST02519,3,1830.98,20,4394.35
SALE004739,2022-03-28,STORE035,PROD00271,CUST02492,4,5537.28,10,19934.21
